"Species","AgeClass","Watershed","Stream","Year","CI","BA","Site","CUE"
"BLTR","Mature","Ath/NSask","Mackenzie",2020,"T","After","ST.2020.6",2.76677566311357
"BLTR","Mature","Ath/NSask","Mackenzie",2022,"T","After","ST.2022.8",3.55832575933262
"BLTR","Mature","Ath/NSask","Mackenzie",2023,"T","After","SP1",4.73550323977062
"BLTR","Mature","Ath/NSask","Mackenzie",2023,"T","After","SP3",0.543418404563842
"BLTR","Immature","Ath/NSask","Mackenzie",2022,"T","After","SP1",30.7482806073628
"BLTR","Mature","Ath/NSask","Mackenzie",2023,"T","After","SP2",10.7131056899729
"BLTR","Mature","Ath/NSask","Mackenzie",2020,"T","After","ST.2020.11",9.81673288162411
"BLTR","Immature","Ath/NSask","Mackenzie",2022,"T","After","ST.2022.15",109.900656658471
"BLTR","Immature","Ath/NSask","Mackenzie",2021,"T","After","ST.2021.6",11.3669433195831
"BLTR","Mature","Ath/NSask","Mackenzie",2021,"T","After","ST.2021.6",2.22396717122278
"BLTR","Mature","Ath/NSask","Mackenzie",2020,"T","After","SP1",1.31687880119348
"BLTR","Mature","Ath/NSask","Mackenzie",2019,"T","After","ST.2019.13",0.660901994026004
"BLTR","Mature","Ath/NSask","Mackenzie",2019,"T","After","ST.2019.16",2.16887555785998
"BLTR","Mature","Ath/NSask","Mackenzie",2019,"T","After","ST.2019.7",4.75663266122941
"BLTR","Immature","Ath/NSask","Mackenzie",2020,"T","After","ST.2020.5",4.64233031935883
"BLTR","Immature","Ath/NSask","Mackenzie",2021,"T","After","SP4",22.3157047779106
"BLTR","Immature","Ath/NSask","Mackenzie",2019,"T","After","ST.2019.11",62.9160081355177
"BLTR","Mature","Ath/NSask","Mackenzie",2022,"T","After","SP2",8.77358183407966
"BLTR","Mature","Ath/NSask","Mackenzie",2019,"T","After","ST.2019.14",0.539891769767722
"BLTR","Immature","Ath/NSask","Mackenzie",2019,"T","After","SP2",0.595742642502313
"BLTR","Immature","Ath/NSask","Mackenzie",2019,"T","After","ST.2019.12",15.3217560868564
"BLTR","Immature","Ath/NSask","Mackenzie",2019,"T","After","SP3",48.2458455638983
"BLTR","Immature","Ath/NSask","Mackenzie",2020,"T","After","SP4",20.8705337280057
"BLTR","Immature","Ath/NSask","Mackenzie",2023,"T","After","SP2",25.7347430161305
"BLTR","Immature","Ath/NSask","Mackenzie",2021,"T","After","ST.2021.5",94.1289353153435
"BLTR","Mature","Ath/NSask","Mackenzie",2022,"T","After","ST.2022.6",41.8850253503122
"BLTR","Immature","Ath/NSask","Mackenzie",2020,"T","After","ST.2020.10",19.7265784057569
"BLTR","Immature","Ath/NSask","Mackenzie",2022,"T","After","ST.2022.11",18.8238148947901
"BLTR","Mature","Ath/NSask","Mackenzie",2019,"T","After","ST.2019.9",3.15557430950444
"BLTR","Mature","Ath/NSask","Mackenzie",2022,"T","After","SP4",8.66493066585576
"BLTR","Mature","Ath/NSask","Mackenzie",2022,"T","After","ST.2022.15",32.4595365068891
"BLTR","Immature","Ath/NSask","Mackenzie",2021,"T","After","SP2",27.9801681712814
"BLTR","Mature","Ath/NSask","Mackenzie",2022,"T","After","SP1",1.27665122663079
"BLTR","Mature","Ath/NSask","Mackenzie",2019,"T","After","ST.2019.6",0.0186169575781973
"BLTR","Mature","Ath/NSask","Mackenzie",2020,"T","After","ST.2020.7",11.040499040309
"BLTR","Mature","Ath/NSask","Mackenzie",2022,"T","After","ST.2022.12",85.2911670557589
"BLTR","Mature","Ath/NSask","Mackenzie",2022,"T","After","ST.2022.5",24.3921872662648
"BLTR","Mature","Ath/NSask","Mackenzie",2019,"T","After","SP4",1.88962119418702
"BLTR","Mature","Ath/NSask","Mackenzie",2019,"T","After","ST.2019.12",0.623668078869609
"BLTR","Mature","Ath/NSask","Mackenzie",2020,"T","After","SP4",0.0266036121453228
"BLTR","Mature","Ath/NSask","Mackenzie",2022,"T","After","ST.2022.9",17.4656752919914
"BLTR","Immature","Ath/NSask","Mackenzie",2022,"T","After","ST.2022.12",2850.35474718571
"BLTR","Mature","Ath/NSask","Mackenzie",2022,"T","After","ST.2022.16",19.4485591120775
"BLTR","Mature","Ath/NSask","Mackenzie",2022,"T","After","SP3",19.0139544391819
"BLTR","Mature","Ath/NSask","Mackenzie",2022,"T","After","ST.2022.13",1.08651168223897
"BLTR","Mature","Ath/NSask","Mackenzie",2019,"T","After","ST.2019.8",1.21010224258282
"BLTR","Mature","Ath/NSask","Mackenzie",2022,"T","After","ST.2022.14",31.536001576986
"BLTR","Mature","Ath/NSask","Mackenzie",2019,"T","After","SP1",1.3683463819975
"BLTR","Mature","Ath/NSask","Mackenzie",2019,"T","After","SP2",0.363030672774847
"BLTR","Mature","Ath/NSask","Mackenzie",2019,"T","After","ST.2019.11",2.37366209122015
"BLTR","Mature","Ath/NSask","Mackenzie",2019,"T","After","ST.2019.15",7.69811195858458
"BLTR","Mature","Ath/NSask","Mackenzie",2019,"T","After","SP3",2.43882144274385
"BLTR","Immature","Ath/NSask","Mackenzie",2020,"T","After","SP2",7.91457461323353
"BLTR","Immature","Ath/NSask","Mackenzie",2020,"T","After","SP3",8.03429086788749
"BLTR","Immature","Ath/NSask","Mackenzie",2019,"T","After","SP1",51.7365251098103
"BLTR","Mature","Ath/NSask","Mackenzie",2022,"T","After","ST.2022.10",19.3942335279656
"BLTR","Mature","Ath/NSask","Mackenzie",2020,"T","After","ST.2020.12",0.505468630761133
"BLTR","Immature","Ath/NSask","Mackenzie",2019,"T","After","ST.2019.10",4.04918827325791
"BLTR","Immature","Ath/NSask","Mackenzie",2020,"T","After","ST.2020.9",0.638486691487748
"BLTR","Mature","Ath/NSask","Mackenzie",2021,"T","After","ST.2021.8",2.49008290111268
"BLTR","Immature","Ath/NSask","Mackenzie",2019,"T","After","ST.2019.6",14.344365814001
"BLTR","Mature","Ath/NSask","Mackenzie",2011,"T","Before","-117.161129--53.009748",0.089663140852562
"BLTR","Mature","Ath/NSask","Mackenzie",2011,"T","Before","-117.162954--53.007399",0.0268989422557037
"BLTR","Mature","Ath/NSask","Mackenzie",2017,"T","Before","-117.179427--52.951011",0.106002727414949
"BLTR","Immature","Ath/NSask","Mackenzie",2011,"T","Before","-117.136897--52.991529",20.3535329734824
"BLTR","Mature","Ath/NSask","Mackenzie",2011,"T","Before","-117.179586--52.950094",0.672473556392591
"BLTR","Mature","Ath/NSask","Mackenzie",2011,"T","Before","-117.152941--52.982736",0.0268989422557036
"BLTR","Mature","Ath/NSask","Mackenzie",2017,"T","Before","-117.217445--53.011339",10.4488402737592
"BLTR","Mature","Ath/NSask","Mackenzie",2017,"T","Before","-117.17922--53.03064",2.48349247086451
"BLTR","Immature","Ath/NSask","Mackenzie",2018,"T","Before","ST.2018.5",28.9360549856588
"BLTR","Mature","Ath/NSask","Mackenzie",2011,"T","Before","-117.136897--52.991529",0.251056794386567
"BLTR","Immature","Ath/NSask","Mackenzie",2017,"T","Before","-117.139784--52.972154",14.2043654736031
"BLTR","Immature","Ath/NSask","Mackenzie",2018,"T","Before","SP2",1.91695167237945
"BLTR","Immature","Ath/NSask","Mackenzie",2011,"T","Before","-117.185371--53.063604",22.2723241877226
"BLTR","Mature","Ath/NSask","Mackenzie",2011,"T","Before","-117.130567--52.987195",0.0358652563409382
"BLTR","Mature","Ath/NSask","Mackenzie",2018,"T","Before","SP2",5.73432957168681
"BLTR","Mature","Ath/NSask","Mackenzie",2017,"T","Before","-117.145029--52.995178",0.499727143527615
"BLTR","Immature","Ath/NSask","Mackenzie",2017,"T","Before","-117.182841--53.058223",2.90750338052431
"BLTR","Immature","Ath/NSask","Mackenzie",2011,"T","Before","-117.130567--52.987195",3.12924361574686
"BLTR","Mature","Ath/NSask","Mackenzie",2011,"T","Before","-117.157788--52.98451",2.65402896922942
"BLTR","Immature","Ath/NSask","Mackenzie",2018,"T","Before","SP1",17.3351922786728
"BLTR","Mature","Ath/NSask","Mackenzie",2018,"T","Before","SP1",1.22288296341448
"BLTR","Mature","Ath/NSask","Mackenzie",2018,"T","Before","ST.2018.5",1.4046628633815
"BLTR","Mature","Ath/NSask","Mackenzie",2017,"T","Before","-117.16299--53.001277",1.33260571607364
"BLTR","Mature","Ath/NSask","Mackenzie",2011,"T","Before","-117.165265--53.023397",1.91879121424019
"BLTR","Mature","Ath/NSask","Mackenzie",2011,"T","Before","-117.166239--52.978107",2.21467957905293
"BLTR","Mature","Ath/NSask","Mackenzie",2011,"T","Before","-117.168127--53.027078",3.18304150025826
"BLTR","Immature","Ath/NSask","Mackenzie",2018,"T","Before","ST.2018.13",2.97458018127846
"BLTR","Immature","Ath/NSask","Mackenzie",2018,"T","Before","ST.2018.16",152.695115972294
"BLTR","Immature","Ath/NSask","Mackenzie",2018,"T","Before","ST.2018.14",4.31314126285377
"BLTR","Immature","Ath/NSask","Mackenzie",2018,"T","Before","ST.2018.12",9.9152672709282
"BLTR","Immature","Ath/NSask","Mackenzie",2011,"T","Before","-117.168127--53.027078",14.5074961899095
"BLTR","Immature","Ath/NSask","Mackenzie",2011,"T","Before","-117.16999--53.045891",9.35186559089962
"BLTR","Immature","Ath/NSask","Mackenzie",2011,"T","Before","-117.180917--53.065606",80.0871174093149
"BLTR","Immature","Ath/NSask","Mackenzie",2011,"T","Before","-117.181096--53.029981",11.2437578628841
"BLTR","Immature","Ath/NSask","Mackenzie",2017,"T","Before","-117.16299--53.001277",7.32933143840502
"BLTR","Immature","Ath/NSask","Mackenzie",2017,"T","Before","-117.217445--53.011339",77.5637099741953
"BLTR","Immature","Ath/NSask","Mackenzie",2018,"T","Before","ST.2018.10",10.3118779617653
"BLTR","Immature","Ath/NSask","Mackenzie",2018,"T","Before","SP4",2.52839315408669
"BLTR","Immature","Ath/NSask","Mackenzie",2018,"T","Before","ST.2018.6",10.36145429812
"BLTR","Immature","Ath/NSask","Mackenzie",2017,"T","Before","-117.175564--52.967486",170.679534384841
"BLTR","Immature","Ath/NSask","Mackenzie",2011,"T","Before","-117.18272--52.941369",11.5396462276969
"BLTR","Mature","Ath/NSask","Mackenzie",2018,"T","Before","ST.2018.13",1.04110306344746
"BLTR","Mature","Ath/NSask","Mackenzie",2018,"T","Before","ST.2018.16",0.198305345418564
"BLTR","Mature","Ath/NSask","Mackenzie",2017,"T","Before","-117.139784--52.972154",0.408867662886231
"BLTR","Mature","Ath/NSask","Mackenzie",2011,"T","Before","-117.193606--52.93666",0.932496664864392
"BLTR","Mature","Ath/NSask","Mackenzie",2011,"T","Before","-117.181241--53.060958",0.950429293034861
"BLTR","Mature","Ath/NSask","Mackenzie",2018,"T","Before","ST.2018.8",2.51186770863514
"BLTR","Mature","Ath/NSask","Mackenzie",2011,"T","Before","-117.18272--52.941369",0.304854678897974
"BLTR","Mature","Ath/NSask","Mackenzie",2018,"T","Before","ST.2018.9",0.231356236321658
"BLTR","Mature","Ath/NSask","Mackenzie",2018,"T","Before","ST.2018.11",0.033050890903094
"BLTR","Immature","Ath/NSask","Mackenzie",2017,"T","Before","-117.179427--52.951011",46.0960431787291
"BLTR","Mature","Ath/NSask","Mackenzie",2018,"T","Before","ST.2018.7",1.63601909970315
"BLTR","Immature","Ath/NSask","Mackenzie",2011,"T","Before","-117.193606--52.93666",8.6973246626775
"BLTR","Mature","Ath/NSask","Mackenzie",2017,"T","Before","-117.182841--53.058223",2.42291948377026
"BLTR","Mature","Ath/NSask","Mackenzie",2017,"T","Before","-117.175564--52.967486",0.393724416112667
"BLTR","Mature","Ath/NSask","Mackenzie",2011,"T","Before","-117.20271--53.018979",3.90034662707703
"BLTR","Mature","Ath/NSask","Mackenzie",2017,"T","Before","-117.169335--53.042493",0.863165066093153
"BLTR","Immature","Ath/NSask","Mackenzie",2017,"T","Before","-117.16917--52.97741",1.66575714509205
"BLTR","Mature","Ath/NSask","Mackenzie",2017,"T","Before","-117.164263--53.006786",2.27148701603461
"BLTR","Mature","Ath/NSask","Mackenzie",2017,"T","Before","-117.114502--52.97317",5.20927689010605
"BLTR","Mature","Ath/NSask","Mackenzie",2018,"T","Before","SP3",8.69238430751372
"BLTR","Mature","Ath/NSask","Mackenzie",2018,"T","Before","ST.2018.15",0.280932572676299
"BLTR","Immature","Ath/NSask","Mackenzie",2017,"T","Before","-117.17922--53.03064",201.178033386799
"BLTR","Immature","Ath/NSask","Mackenzie",2017,"T","Before","-117.169335--53.042493",11.3725783269466
"BLTR","Immature","Ath/NSask","Mackenzie",2017,"T","Before","-117.164263--53.006786",15.9609820993365
"BLTR","Immature","Ath/NSask","Mackenzie",2017,"T","Before","-117.114502--52.97317",105.336424556912
"BLTR","Mature","Ath/NSask","Mackenzie",2017,"T","Before","-117.16917--52.97741",1.3477489628472
"BLTR","Immature","Ath/NSask","Mackenzie",2011,"T","Before","-117.181241--53.060958",1.48840813814893
"BLTR","Immature","Ath/NSask","Mackenzie",2011,"T","Before","-117.174353--52.97369",63.0690532755397
"BLTR","Mature","Ath/NSask","Mackenzie",2018,"T","Before","ST.2018.6",1.05762850889901
"BLTR","Mature","Ath/NSask","Mackenzie",2011,"T","Before","-117.174679--52.958417",0.179326281704691
"BLTR","Mature","Ath/NSask","Mackenzie",2011,"T","Before","-117.185371--53.063604",2.67196159739989
"BLTR","Mature","Ath/NSask","Mackenzie",2011,"T","Before","-117.16995--52.974991",1.11182294656908
"BLTR","Immature","Ath/NSask","Mackenzie",2017,"T","Before","-117.189811--53.024727",44.1728508384864
"BLTR","Immature","Ath/NSask","Mackenzie",2017,"T","Before","-117.118019--52.985176",33.557434850218
"BLTR","Immature","Ath/NSask","Mackenzie",2017,"T","Before","-117.167316--53.02547",43.9002723965623
"BLTR","Immature","Ath/NSask","Mackenzie",2017,"T","Before","-117.145029--52.995178",15.1735332671112
"BLTR","Immature","Ath/NSask","Mackenzie",2011,"T","Before","-117.174679--52.958417",24.3973406259232
"BLTR","Mature","Ath/NSask","Mackenzie",2011,"T","Before","-117.180917--53.065606",3.61342457634952
"BLTR","Mature","Ath/NSask","Mackenzie",2011,"T","Before","-117.181096--53.029981",4.03484133835554
"BLTR","Immature","Ath/NSask","Mackenzie",2011,"T","Before","-117.16995--52.974991",3.26373832702537
"BLTR","Immature","Ath/NSask","Mackenzie",2011,"T","Before","-117.20271--53.018979",28.4590809065344
"BLTR","Mature","Ath/NSask","Mackenzie",2011,"T","Before","-117.16999--53.045891",3.6851550890314
"BLTR","Immature","Ath/NSask","Mackenzie",2018,"T","Before","ST.2018.8",9.17162222560858
"BLTR","Mature","Ath/NSask","Mackenzie",2017,"T","Before","-117.189811--53.024727",0.0302864935471282
"BLTR","Mature","Ath/NSask","Mackenzie",2017,"T","Before","-117.118019--52.985176",1.86261935314838
"BLTR","Mature","Ath/NSask","Mackenzie",2017,"T","Before","-117.17521--53.05294",2.99836286116569
"BLTR","Mature","Ath/NSask","Mackenzie",2017,"T","Before","-117.167316--53.02547",0.393724416112667
"BLTR","Mature","Ath/NSask","Mackenzie",2018,"T","Before","ST.2018.14",0.33050890903094
"BLTR","Mature","Ath/NSask","Mackenzie",2018,"T","Before","ST.2018.12",0.033050890903094
"BLTR","Mature","Ath/NSask","Mackenzie",2018,"T","Before","ST.2018.10",0.49576336354641
"BLTR","Mature","Ath/NSask","Mackenzie",2018,"T","Before","SP4",4.37924304465996
"BLTR","Mature","Ath/NSask","Mackenzie",2011,"T","Before","-117.174353--52.97369",0.627641985966418
"BLTR","Immature","Ath/NSask","Mackenzie",2017,"T","Before","-117.17521--53.05294",23.6688947070807
"BLTR","Immature","Ath/NSask","Mackenzie",2011,"T","Before","-117.152941--52.982736",23.4020797624622
"BLTR","Immature","Ath/NSask","Mackenzie",2011,"T","Before","-117.179586--52.950094",41.0477858822037
"BLTR","Immature","Ath/NSask","Mackenzie",2011,"T","Before","-117.161129--53.009748",139.318588256374
"BLTR","Immature","Ath/NSask","Mackenzie",2011,"T","Before","-117.162954--53.007399",156.507012357769
"BLTR","Immature","Ath/NSask","Mackenzie",2011,"T","Before","-117.165265--53.023397",3.11131098757639
"BLTR","Immature","Ath/NSask","Mackenzie",2011,"T","Before","-117.157788--52.98451",8.49109943871711
"BLTR","Immature","Ath/NSask","Mackenzie",2011,"T","Before","-117.166239--52.978107",34.6279049971758
"BLTR","Immature","Ath/NSask","Mackenzie",2018,"T","Before","ST.2018.7",5.58560056262289
"BLTR","Immature","Ath/NSask","Mackenzie",2018,"T","Before","SP3",68.4814459512108
"BLTR","Immature","Ath/NSask","Mackenzie",2018,"T","Before","ST.2018.11",2.13178246324956
"BLTR","Immature","Ath/NSask","Mackenzie",2018,"T","Before","ST.2018.15",25.5979150044463
"BLTR","Immature","Ath/NSask","Mackenzie",2018,"T","Before","ST.2018.9",6.74238174423118
"RNTR","Mature","Ath/NSask","Mackenzie",2020,"T","After","SP2",10.2135730641914
"RNTR","Immature","Ath/NSask","Mackenzie",2020,"T","After","SP1",0.789820798396159
"RNTR","Immature","Ath/NSask","Mackenzie",2022,"T","After","ST.2022.11",0.0267233743001142
"RNTR","Mature","Ath/NSask","Mackenzie",2019,"T","After","ST.2019.14",2.89157431526695
"RNTR","Mature","Ath/NSask","Mackenzie",2019,"T","After","ST.2019.12",0.0973594045544428
"RNTR","Immature","Ath/NSask","Mackenzie",2020,"T","After","ST.2020.6",2.12061474637873
"RNTR","Immature","Ath/NSask","Mackenzie",2020,"T","After","ST.2020.7",7.22740127847444
"RNTR","Immature","Ath/NSask","Mackenzie",2022,"T","After","SP3",1.37625377645588
"RNTR","Immature","Ath/NSask","Mackenzie",2022,"T","After","SP1",0.0267233743001142
"RNTR","Immature","Ath/NSask","Mackenzie",2021,"T","After","ST.2021.5",1.81555934680675
"RNTR","Immature","Ath/NSask","Mackenzie",2022,"T","After","ST.2022.8",1.69693426805725
"RNTR","Immature","Ath/NSask","Mackenzie",2022,"T","After","ST.2022.5",4.08867626791747
"RNTR","Mature","Ath/NSask","Mackenzie",2022,"T","After","ST.2022.16",4.58305869246958
"RNTR","Immature","Ath/NSask","Mackenzie",2021,"T","After","ST.2021.6",1.16628646781626
"RNTR","Immature","Ath/NSask","Mackenzie",2021,"T","After","SP3",0.0961885746652582
"RNTR","Immature","Ath/NSask","Mackenzie",2022,"T","After","SP2",1.71029595520731
"RNTR","Immature","Ath/NSask","Mackenzie",2022,"T","After","ST.2022.15",1.44306221220616
"RNTR","Immature","Ath/NSask","Mackenzie",2023,"T","After","SP1",1.35123376177891
"RNTR","Mature","Ath/NSask","Mackenzie",2019,"T","After","ST.2019.13",2.21005848338585
"RNTR","Immature","Ath/NSask","Mackenzie",2022,"T","After","ST.2022.16",0.387488927351656
"RNTR","Immature","Ath/NSask","Mackenzie",2022,"T","After","ST.2022.14",3.98178277071701
"RNTR","Immature","Ath/NSask","Mackenzie",2020,"T","After","ST.2020.11",3.38649191641093
"RNTR","Immature","Ath/NSask","Mackenzie",2020,"T","After","ST.2020.12",1.29833555900738
"RNTR","Immature","Ath/NSask","Mackenzie",2023,"T","After","SP3",0.237579562510578
"RNTR","Immature","Ath/NSask","Mackenzie",2019,"T","After","ST.2019.14",4.47853260950116
"RNTR","Mature","Ath/NSask","Mackenzie",2021,"T","After","ST.2021.5",0.312612867662089
"RNTR","Mature","Ath/NSask","Mackenzie",2021,"T","After","ST.2021.6",3.99182584860821
"RNTR","Mature","Ath/NSask","Mackenzie",2021,"T","After","SP4",1.11819218048363
"RNTR","Immature","Ath/NSask","Mackenzie",2022,"T","After","ST.2022.9",2.31157187695988
"RNTR","Mature","Ath/NSask","Mackenzie",2022,"T","After","ST.2022.5",2.25812512835965
"RNTR","Mature","Ath/NSask","Mackenzie",2022,"T","After","ST.2022.6",1.84391282670788
"RNTR","Mature","Ath/NSask","Mackenzie",2022,"T","After","ST.2022.7",0.0267233743001142
"RNTR","Mature","Ath/NSask","Mackenzie",2021,"T","After","ST.2021.9",8.76518386637165
"RNTR","Mature","Ath/NSask","Mackenzie",2020,"T","After","SP1",0.335403352743574
"RNTR","Mature","Ath/NSask","Mackenzie",2019,"T","After","ST.2019.8",2.91104619617784
"RNTR","Mature","Ath/NSask","Mackenzie",2020,"T","After","ST.2020.7",4.12221539984845
"RNTR","Mature","Ath/NSask","Mackenzie",2020,"T","After","ST.2020.8",1.44980804089158
"RNTR","Mature","Ath/NSask","Mackenzie",2020,"T","After","SP4",0.0216389259834564
"RNTR","Mature","Ath/NSask","Mackenzie",2020,"T","After","ST.2020.5",0.0216389259834564
"RNTR","Mature","Ath/NSask","Mackenzie",2020,"T","After","ST.2020.10",0.0757362409420974
"RNTR","Mature","Ath/NSask","Mackenzie",2020,"T","After","ST.2020.6",5.47464827381447
"RNTR","Mature","Ath/NSask","Mackenzie",2019,"T","After","ST.2019.6",6.41598476013778
"RNTR","Mature","Ath/NSask","Mackenzie",2019,"T","After","ST.2019.7",1.29488008057409
"RNTR","Mature","Ath/NSask","Mackenzie",2019,"T","After","ST.2019.11",2.47292887568285
"RNTR","Mature","Ath/NSask","Mackenzie",2019,"T","After","ST.2019.10",1.56748641332653
"RNTR","Mature","Ath/NSask","Mackenzie",2020,"T","After","SP3",0.0216389259834564
"RNTR","Immature","Ath/NSask","Mackenzie",2019,"T","After","ST.2019.10",0.331021975485106
"RNTR","Immature","Ath/NSask","Mackenzie",2021,"T","After","SP4",1.19033361148257
"RNTR","Immature","Ath/NSask","Mackenzie",2022,"T","After","ST.2022.10",7.26875780963105
"RNTR","Immature","Ath/NSask","Mackenzie",2021,"T","After","SP1",1.87567720597253
"RNTR","Mature","Ath/NSask","Mackenzie",2022,"T","After","ST.2022.14",0.427573988801827
"RNTR","Mature","Ath/NSask","Mackenzie",2023,"T","After","SP3",1.09880547661142
"RNTR","Mature","Ath/NSask","Mackenzie",2023,"T","After","SP2",0.9354695273854
"RNTR","Mature","Ath/NSask","Mackenzie",2022,"T","After","SP3",1.92408294960822
"RNTR","Immature","Ath/NSask","Mackenzie",2023,"T","After","SP2",3.99430639470909
"RNTR","Mature","Ath/NSask","Mackenzie",2022,"T","After","ST.2022.8",0.668084357502854
"RNTR","Mature","Ath/NSask","Mackenzie",2022,"T","After","ST.2022.12",1.69693426805725
"RNTR","Mature","Ath/NSask","Mackenzie",2022,"T","After","ST.2022.9",1.73701932950742
"RNTR","Mature","Ath/NSask","Mackenzie",2022,"T","After","SP1",0.0267233743001142
"RNTR","Mature","Ath/NSask","Mackenzie",2020,"T","After","ST.2020.11",0.562612075569867
"RNTR","Mature","Ath/NSask","Mackenzie",2020,"T","After","ST.2020.12",1.49308589285849
"RNTR","Mature","Ath/NSask","Mackenzie",2020,"T","After","ST.2020.9",2.01242011646145
"RNTR","Immature","Ath/NSask","Mackenzie",2022,"T","After","ST.2022.13",0.0267233743001142
"RNTR","Immature","Ath/NSask","Mackenzie",2019,"T","After","ST.2019.15",0.0194718809108886
"RNTR","Immature","Ath/NSask","Mackenzie",2020,"T","After","SP2",3.89500667702215
"RNTR","Immature","Ath/NSask","Mackenzie",2020,"T","After","SP3",3.27829728649365
"RNTR","Immature","Ath/NSask","Mackenzie",2019,"T","After","ST.2019.12",1.77194116289086
"RNTR","Immature","Ath/NSask","Mackenzie",2019,"T","After","ST.2019.7",0.311550094574217
"RNTR","Immature","Ath/NSask","Mackenzie",2019,"T","After","SP3",0.0194718809108886
"RNTR","Mature","Ath/NSask","Mackenzie",2021,"T","After","ST.2021.8",1.70734720030833
"RNTR","Mature","Ath/NSask","Mackenzie",2021,"T","After","SP1",1.43080504814572
"RNTR","Mature","Ath/NSask","Mackenzie",2021,"T","After","SP2",8.47661814237588
"RNTR","Mature","Ath/NSask","Mackenzie",2021,"T","After","ST.2021.7",0.0721414309989436
"RNTR","Immature","Ath/NSask","Mackenzie",2019,"T","After","ST.2019.6",10.1351140141175
"RNTR","Immature","Ath/NSask","Mackenzie",2019,"T","After","ST.2019.16",3.10576500528672
"RNTR","Immature","Ath/NSask","Mackenzie",2021,"T","After","SP2",0.937838602986267
"RNTR","Immature","Ath/NSask","Mackenzie",2019,"T","After","SP2",5.77341269007846
"RNTR","Immature","Ath/NSask","Mackenzie",2022,"T","After","ST.2022.6",0.0267233743001142
"RNTR","Immature","Ath/NSask","Mackenzie",2019,"T","After","ST.2019.11",1.13910503328698
"RNTR","Immature","Ath/NSask","Mackenzie",2019,"T","After","ST.2019.5",0.0194718809108886
"RNTR","Immature","Ath/NSask","Mackenzie",2019,"T","After","ST.2019.13",0.457589201405881
"RNTR","Mature","Ath/NSask","Mackenzie",2021,"T","After","SP3",0.553084304325235
"RNTR","Immature","Ath/NSask","Mackenzie",2019,"T","After","SP4",0.233662570930663
"RNTR","Immature","Ath/NSask","Mackenzie",2019,"T","After","ST.2019.9",5.25740784593991
"RNTR","Immature","Ath/NSask","Mackenzie",2019,"T","After","SP1",0.0973594045544428
"RNTR","Immature","Ath/NSask","Mackenzie",2019,"T","After","ST.2019.8",0.0194718809108886
"RNTR","Mature","Ath/NSask","Mackenzie",2022,"T","After","SP2",0.0267233743001142
"RNTR","Mature","Ath/NSask","Mackenzie",2022,"T","After","ST.2022.15",0.0267233743001142
"RNTR","Mature","Ath/NSask","Mackenzie",2022,"T","After","SP4",0.948679787654053
"RNTR","Mature","Ath/NSask","Mackenzie",2022,"T","After","ST.2022.13",5.7588871616746
"RNTR","Mature","Ath/NSask","Mackenzie",2019,"T","After","ST.2019.16",0.0194718809108886
"RNTR","Mature","Ath/NSask","Mackenzie",2019,"T","After","SP3",0.243398511386107
"RNTR","Mature","Ath/NSask","Mackenzie",2019,"T","After","SP4",0.0194718809108886
"RNTR","Mature","Ath/NSask","Mackenzie",2019,"T","After","ST.2019.9",5.12110467956369
"RNTR","Mature","Ath/NSask","Mackenzie",2023,"T","After","SP1",3.89036533611071
"RNTR","Mature","Ath/NSask","Mackenzie",2022,"T","After","ST.2022.10",3.94169770926684
"RNTR","Mature","Ath/NSask","Mackenzie",2022,"T","After","ST.2022.11",0.0267233743001142
"RNTR","Immature","Ath/NSask","Mackenzie",2020,"T","After","SP4",0.0216389259834564
"RNTR","Immature","Ath/NSask","Mackenzie",2020,"T","After","ST.2020.5",25.2850850116688
"RNTR","Immature","Ath/NSask","Mackenzie",2020,"T","After","ST.2020.10",0.194750333851108
"RNTR","Immature","Ath/NSask","Mackenzie",2020,"T","After","ST.2020.9",3.32157513846056
"RNTR","Mature","Ath/NSask","Mackenzie",2019,"T","After","ST.2019.15",2.5508163993264
"RNTR","Mature","Ath/NSask","Mackenzie",2019,"T","After","ST.2019.5",1.39223948512853
"RNTR","Mature","Ath/NSask","Mackenzie",2019,"T","After","SP1",0.554948605960324
"RNTR","Mature","Ath/NSask","Mackenzie",2019,"T","After","SP2",3.83596053944505
"RNTR","Immature","Ath/NSask","Mackenzie",2020,"T","After","ST.2020.8",6.57823349897075
"RNTR","Immature","Ath/NSask","Mackenzie",2022,"T","After","ST.2022.12",17.4503634179746
"RNTR","Immature","Ath/NSask","Mackenzie",2021,"T","After","ST.2021.7",0.649272878990493
"RNTR","Immature","Ath/NSask","Mackenzie",2021,"T","After","ST.2021.9",0.180353577497359
"RNTR","Immature","Ath/NSask","Mackenzie",2022,"T","After","SP4",0.0267233743001142
"RNTR","Immature","Ath/NSask","Mackenzie",2022,"T","After","ST.2022.7",1.08229665915462
"RNTR","Immature","Ath/NSask","Mackenzie",2021,"T","After","ST.2021.8",0.336660011328404
"RNTR","Immature","Ath/NSask","Mackenzie",2011,"T","Before","-117.130567--52.987195",0.482161189105833
"RNTR","Immature","Ath/NSask","Mackenzie",2018,"T","Before","ST.2018.12",2.8636203505391
"RNTR","Immature","Ath/NSask","Mackenzie",2017,"T","Before","-117.217445--53.011339",2.21951634951269
"RNTR","Immature","Ath/NSask","Mackenzie",2018,"T","Before","ST.2018.10",0.0139688797587273
